Number,Fuente,Author,Year,Title,Publication,Pages,Language
10858,WoS,"Becerril-Garcia, E. E.; Gutierrez-Ortiz, M. A.; Preciado-Gonzalez, P. A.; Ayala-Bocos, A.",2020,"Presence of <i>Remora remora</i> on <i>Mobula birostris</i> in Revillagigedo National Park, Mexico",,,en
10859,WoS,"Noriel Lopez-Jimenez, Leonardo; Antonio Jimenez-Lopez, Derio; Castillo-Acosta, Ofelia; Alberto Gallardo-Cruz, Jose; Fernandez-Montes De Oca, Ana Isabel",2020,"VASCULAR PLANTS OF PANTANOS DE CENTLA BIOSPHERE RESERVE, MEXICO",,,en
10860,WoS,"Tayde Roldan-Wong, Nefertiti; Kidd, Karen A.; Patricia Ceballos-Vazquez, Bertha; Rosa Rivera-Camacho, Alma; Arellano-Martinez, Marcial",2020,"Polycyclic aromatic hydrocarbons (PAHs) in mussels (<i>Modiolus capax</i>) from sites with increasing anthropogenic impact in La Paz Bay, Gulf of California",,,en
10861,WoS,"Luis Carballo, Jose; Yanez, Benjamin; Bautista-Guerrero, Eric; Carlos Garcia-Gomez, Jose; Espinosa, Free; Tortolero-Langarica, Jose J. A.; Emilio Michel-Morfin, Jesus",2020,"Decimation of a population of the endangered species <i>Scutellastra mexicana</i> (Broderip and Sowerby, 1829) (Mollusca, Gastropoda) in the Marias Island (Eastern Ocean Pacific) Biosphere Reserve",,,en
10862,WoS,"Garcia-Jacome, Luis Guillermo; Garcia-Frapolli, Eduardo; Bonilla-Moheno, Martha; Rangel-Rivera, Coral E.; Benitez, Mariana; Ramos-Fernandez, Gabriel",2020,"Multiple Resource Use Strategies and Resilience of a Socio-Ecosystem in a Natural Protected Area in the Yucatan Peninsula, Mexico",,,en
10863,WoS,"Gonzalez-Penagos, Carlos Eduardo; Zamora-Briseno, Jesus Alejandro; Cerqueda-Garcia, Daniel; Amendola-Pimenta, Monica; Perez-Vega, Juan Antonio; Hernandez-Nunez, Emanuel; Rodriguez-Canul, Rossanna",2020,Alterations in the Gut Microbiota of Zebrafish (<i>Danio rerio</i>) in Response to Water-Soluble Crude Oil Components and Its Mixture With a Chemical Dispersant,,,en
10864,WoS,"Novais, Samuel; Aguirre-Jaimes, Armando; Quesada, Mauricio; Hernandez-Ortiz, Vicente",2020,Ecosystem engineering by leaf-rolling mites enhances arthropod diversity,,,en
10865,WoS,"Perle, Christopher R.; Snyder, Stephanie; Merten, Wessley; Simmons, Melinda; Dacey, Justina; Rodriguez-Sanchez, Ruben; O'Sullivan, John; Ortega-Garcia, Sofia",2020,Dolphinfish movements in the Eastern Pacific Ocean of Mexico using conventional and electronic tags,,,en
10866,WoS,"Paz-Rios, Carlos E.; Pech, Daniel; Marino-Tapia, Ismael; Simoes, Nuno",2020,Influence of bottom environment conditions and hydrographic variability on spatiotemporal trends of macrofaunal amphipods on the Yucatan continental shelf,,,en
10867,WoS,"Gomez-Gonzalez, V. M. A.; Toala, J. A.; Guerrero, M. A.; Todt, H.; Sabin, L.; Ramos-Larios, G.; Mayya, Y. D.",2020,Planetary nebulae with Wolf-Rayet-type central stars - I. The case of the high-excitation NGC 2371,,,en
10868,WoS,"Adame, Karen; Elorriaga-Verplancken, Fernando R.; Beier, Emilio; Acevedo-Whitehouse, Karina; Pardo, Mario A.",2020,The demographic decline of a sea lion population followed multi-decadal sea surface warming,,,en
10869,WoS,"Monroy-Vilchis, Octavio; Gonzalez-Maya, Jose F.; Balbuena-Serrano, Angel; Elvir, Fausto; Zarco-Gonzalez, Martha M.; Rodriguez-Soto, Clarita",2020,Coyote (<i>Canis latrans</i>) in South America: potential routes of colonization,,,en
10870,WoS,"Hernandez-Sandoval, Jesus Arturo; Gutierrez-Angulo, Melva; Magana-Torres, Maria Teresa; Alvizo-Rodriguez, Carlos Rogelio; Ramirez-Plascencia, Helen Haydee Fernanda; Flores-Lopez, Beatriz Armida; Valenzuela-Perez, Jesus Alonso; Peregrina-Sandoval, Jorge; Moreno-Ortiz, Jose Miguel; Dominguez-Valentin, Mev; Ayala-Madrigal, Maria de la Luz",2020,Prevalence of the <i>BRAF</i> p.v600e variant in patients with colorectal cancer from Mexico and its estimated frequency in Latin American and Caribbean populations,,,en
10871,WoS,"Ramirez-Viga, Thai; Guadarrama, Patricia; Castillo-Arguero, Silvia; Estrada-Medina, Hector; Garcia-Sanchez, Rosalva; Hernandez-Cuevas, Laura; Sanchez-Gallen, Irene; Ramos-Zapata, Jose",2020,"Relationship between Arbuscular Mycorrhizal Association and Edaphic Variables in Mangroves of the Coast of Yucatan, Mexico",,,en
10872,WoS,"Mellink, Eric; Riojas-Lopez, Monica E.",2020,Livestock and grassland interrelationship along five centuries of ranching the semiarid grasslands on the southern highlands of the Mexican Plateau,,,en
10873,WoS,"Romero-Baez, Oscar; Santos-Bibiano, Rufino; Adrian Dominguez-Godoy, Miguel; Miles, Donald B.; Javier Munoz-Nolasco, Francisco",2020,Thermal ecophysiology of a native and an invasive gecko species in a tropical dry forest of Mexico,,,en
10874,WoS,"Nadolny, Jakub; Lara-Lopez, Maritza A.; Cervino, Miguel; Bongiovanni, Angel; Cepa, Jordi; de Diego, Jose A.; Perez Garcia, Ana Maria; Perez Martinez, Ricardo; Sanchez-Portal, Miguel; Alfaro, Emilio; Castaneda, Hector O.; Gallego, Jesus; Jesus Gonzalez, J.; Ignacio Gonzalez-Serrano, J.; Padilla Torres, Carmen P.; Pintos-Castro, Irene; Povic, Mirjana",2020,The OTELO survey Nature and mass-metallicity relation for H? emitters at z ? 0.4,,,en
10875,WoS,"Wofford, Aida; Ramirez, Vanesa; Lee, Janice C.; Thilker, David A.; Della Bruna, Lorenza; Adamo, Angela; Van Dyk, Schuyler D.; Herrero, Artemio; Kim, Hwihyun; Aloisi, Alessandra; Calzetti, Daniela; Chandar, Rupali; Dale, Daniel A.; de Mink, Selma E.; Gallagher, John S.; Gouliermis, Dimitrios A.; Grasha, Kathryn; Grebel, Eva K.; Sacchi, E.; Smith, Linda J.; Ubeda, Leonardo; Walterbos, Rene A. M.; Hannon, Stephen; Messa, Matteo",2020,Candidate LBV stars in galaxy NGC 7793 found via <i>HST</i> photometry plus MUSE spectroscopy,,,en
10876,WoS,"Arguelles-Jimenez, Jimmy; Christian Alva-Basurto, Jorge; Perez-Espana, Horacio; Zetina-Rejon, Manuel J.; Ernesto Arias-Gonzalez, Jesus",2020,The measurement of ecosystem development in Caribbean coral reefs through topological indices,,,en
10877,WoS,"Herrera-Bojorquez, Josue; Trujillo-Pena, Emilio; Vadillo-Sanchez, Jose; Riestra-Morales, Martin; Che-Mendoza, Azael; Delfin-Gonzalez, Hugo; Pavia-Ruz, Norma; Arredondo-Jimenez, Juan; Santamaria, Erika; Flores-Suarez, Adriana E.; Vazquez-Prokopec, Gonzalo; Manrique-Saide, Pablo",2020,Efficacy of Long-lasting Insecticidal Nets With Declining Physical and Chemical Integrity on <i>Aedes aegypti</i> (Diptera: Culicidae),,,en
10878,WoS,"Julia Figueredo-Urbina, Carmen; Alvarez-Rios, Gonzalo D.; Cortes Zarraga, Laura",2020,"EDIBLE FLOwERS COMMERCIALIZED IN LOCAL MARkETS OF PACHUCA DE SOTO, HIDALGO, MEXICO",,,en
10879,WoS,"Morales-Moo, Tomas; Hernandez-Camarillo, Estela; Carvajal-Moreno, Magda; Vargas-Ortiz, Manuel; Robles-Olvera, Victor; Antonio Salgado-Cervantes, Marco",2020,Human Health Risk Associated with the Consumption of Aflatoxins in Popcorn,,,en
10880,WoS,"Santacruz, A.; Ornelas-Garcia, C. P.; Perez-Ponce De Leon, G.",2020,"Diversity of <i>Rhabdochona mexicana</i> (Nematoda: Rhabdochonidae), a parasite of <i>Astyanax</i> spp. (Characidae) in Mexico and Guatemala, using mitochondrial and nuclear genes, with the description of a new species",,,en
10881,WoS,"Cruz-Elizalde, Raciel; Ramirez-Bautista, Aurelio; Nunez de Caceres-Gonzalez, Francisco F.",2020,Sexual Dimorphism and Feeding Ecology of the Black-bellied Bunchgrass Lizard <i>Sceloporus aeneus</i> (Squamata: Phrynosomatidae) in Central Mexico,,,en
10882,WoS,"del Carmen Villalobos-Segura, Maria; Garcia-Prieto, Luis; Rico-Chavez, Oscar",2020,"Effects of latitude, host body size, and host trophic guild on patterns of diversity of helminths associated with humans, wild and domestic mammals of Mexico",,,en
10883,WoS,"Mena, Ramses H.; Velasco-Hernandez, Jorge X.; Mantilla-Beniers, Natalia B.; Carranco-Sapiens, Gabriel A.; Benet, Luis; Boyer, Denis; Castillo, Isaac Perez",2020,Using posterior predictive distributions to analyse epidemic models: COVID-19 in Mexico City,,,en
10884,WoS,"Lopez-Palafox, Tania; Macias-Ordonez, Rogelio; Cordero, Carlos R.",2020,"The size of signal detection and emission organs in a synchronous firefly: sexual dimorphism, allometry and assortative mating",,,en
10885,WoS,"Enciso, Jennifer; Mendoza, Luis; Alvarez-Buylla, Elena R.; Pelayo, Rosana",2020,Dynamical modeling predicts an inflammation-inducible CXCR7+B cell precursor with potential implications in lymphoid blockage pathologies,,,en
10886,WoS,"Perez-Garibay, R.; Rojas-Montes, J. C.; Bello-Teodoro, S.; Flores-Alvarez, J. M.",2020,Effect of SeO<sub>2</sub> on the morphology of electrodeposited manganese,,,en
10887,WoS,"Salazar-Rivera, Gabriela, I; Dattilo, Wesley; Castillo-Campos, Gonzalo; Flores-Estevez, Norma; Ramirez Garcia, Brenda; Ruelas Inzunza, Ernesto",2020,The frugivory network properties of a simplified ecosystem: Birds and plants in a Neotropical periurban park,,,en
10888,WoS,"Baranzelli, Matias Cristian; Cosacov, Andrea; Rocamundi, Nicolas; Issaly, Eduardo Andres; Aguilar, Dana Lucia; Camps, Gonzalo Andres; Andraca-Gomez, Guadalupe; Petrinovic, Ivan Alejandro; Johnson, Leigh A.; Sersic, Alicia Noemi",2020,Volcanism rather than climatic oscillations explains the shared phylogeographic patterns among ecologically distinct plant species in the southernmost areas of the South American Arid Diagonal,,,en
10889,WoS,"Cardoso-Mohedano, Jose-Gilberto; Canales-Delgadillo, Julio C.; Machain-Castillo, Maria-Luisa; Hernandez-Hernandez, Johana G.; Sanchez-Cabeza, Joan-Albert; Carolina Ruiz-Fernandez, Ana; Alonso-Rodriguez, Rosalba; Gomez-Ponce, M. A.; Esqueda-Lara, Karina; Merino-Ibarra, Martin; Hernandez-Becerril, David U.; Gelabert-Fernandez, Rolando",2020,"Absence of hypoxia events in the adjacent coastal waters of Grijalva-Usumacinta river, Southern Gulf of Mexico",,,en
10890,WoS,"Chincoya, Delil A.; Sanchez-Flores, Alejandro; Estrada, Karel; Diaz-Velasquez, Clara E.; Gonzalez-Rodriguez, Antonio; Vaca-Paniagua, Felipe; Davila, Patricia; Arias, Salvador; Solorzano, Sofia",2020,"Identification of High Molecular Variation Loci in Complete Chloroplast Genomes of<i>Mammillaria</i>(Cactaceae, Caryophyllales)",,,en
10891,WoS,"Isabel Briseno-Sanchez, Maria; Martinez-Peralta, Concepcion; Mandujano, Maria C.",2020,"Population structure and reproductive biology of peyote (<i>Lophophora</i> <i>diffusa</i>, Cactaceae), a threatened species with pollen limitation",,,en
10892,WoS,"Kraisitudomsook, N.; Healy, R. A.; Pfister, D. H.; Truong, C.; Nouhra, E.; Kuhar, F.; Mujic, A. B.; Trappe, J. M.; Smith, M. E.",2020,Resurrecting the genus <i>Geomorium</i>: Systematic study of fungi in the genera <i>Underwoodia</i> and <i>Gymnohydnotrya</i> (<i>Pezizales</i>) with the description of three new South American species,,,en
10893,WoS,"Martinez-Aquino, Andres; Vidal-Martinez, Victor M.; Sara Ceccarelli, F.; Mendez, Oscar; Soler-Jimenez, Lilia C.; Leopoldina Aguirre-Macedo, M.",2020,"Phylogeny, genetics, and the partial life cycle of <i>Oncomegas wageneri</i> in the Gulf of Mexico",,,en
10894,WoS,"Ojeda, M.; Velez, P.; Espinosa-Asuar, L.; Eguiarte, L. E.; Souza, V",2020,"A new species of <i>Trhypochthoniellus</i> (Acari: Oribatida: Trhypochthoniidae) from Cuatro Cienegas, Coahuila, Mexico, and a key to the world species",,,en
10895,WoS,"Rodriguez-Girones, Miguel A.; Maldonado, Michelle",2020,Detectable but unseen: imperfect crypsis protects crab spiders from predators,,,en
10896,WoS,"Ordonez-Sierra, Raymundo; Alberto Mastachi-Loza, Carlos; Diaz-Delgado, Carlos; Cuervo-Robayo, Angela P.; Fonseca Ortiz, Carlos Roberto; Gomez-Albores, Miguel A.; Medina Torres, Imelda",2020,Spatial Risk Distribution of Dengue Based on the Ecological Niche Model of <i>Aedes aegypti</i> (Diptera: Culicidae) in the Central Mexican Highlands,,,en
10897,WoS,"Angeles-Argaiz, Rodolfo E.; Carmona-Reyes, Ilse A.; Armando Quintero-Corrales, Christian; Medina-Macias, Francisco J.; Blancas-Cabrera, Abel; Valdez-Cruz, Norma A.; Ulloa, Miguel; Trujillo-Roldan, Mauricio A.; Garibay-Orijel, Roberto",2020,From field sampling to pneumatic bioreactor mycelia production of the ectomycorrhizal mushroom <i>Laccaria trichodermophora</i>,,,en
10898,WoS,"Hernandez-Rosales, Helena S.; Castellanos-Morales, Gabriela; Sanchez-de la Vega, Guillermo; Aguirre-Planter, Erika; Montes-Hernandez, Salvador; Lira-Saade, Rafael; Eguiarte, Luis E.",2020,Phylogeographic and population genetic analyses of <i>Cucurbita moschata</i> reveal divergence of two mitochondrial lineages linked to an elevational gradient,,,en
10899,WoS,"Rosado-Calderon, Agatha T.; Tamayo-Chim, Manuela; de la Barrera, Erick; Ramirez-Morillo, Ivon M.; Andrade, Jose L.; Briones, Oscar; Reyes-Garcia, Casandra",2020,High resilience to extreme climatic changes in the CAM epiphyte <i>Tillandsia utriculata</i> L. (Bromeliaceae),,,en
10900,WoS,"Torres-Montufar, Alejandro; Borsch, Thomas; Fuentes, Susy; Gutierrez, Jorge; Ochoterena, Helga",2020,"It is not a disaster: molecular and morphologically based phylogenetic analysis of Rondeletieae and the <i>Rondeletia</i> complex (Cinchonoideae, Rubiaceae)",,,en
10901,WoS,"Angeles, Felipe; Malaga, Carlos; Plaza, Ramon G.",2020,Strict dissipativity of Cattaneo-Christov systems for compressible fluid flow,,,en
10902,WoS,"Ortiz-Rodriguez, Andres E.; Licona-Vera, Yuyini; Vasquez-Aguilar, Antonio A.; Hernandez-Soto, Mariana; Lopez-Huicochea, Ernesto A.; Ornelas, Juan F.",2020,Genetic differentiation among <i>Psittacanthus rhynchanthus</i> (Loranthaceae) populations: novel phylogeographic patterns in the Mesoamerican tropical lowlands,,,en
10903,WoS,"Larios, Eugenio; Gonzalez, Edgar J.; Rosen, Philip C.; Pate, Ami; Holm, Peter",2020,Population projections of an endangered cactus suggest little impact of climate change,,,en
10904,WoS,"Guerrero de la Paz, Jesica Gabriela; Mercado-Silva, Norman; Alcala, Raul E.; Zambrano, Luis",2020,"Signals of decline of flagship species <i>Ambystoma</i> <i>altamirani</i> Duges, 1895 (Caudata, Ambystomatidae) in a Mexican natural protected area",,,en
10905,WoS,"Palacios Aguilar, Ricardo; Alberto Flores-Villela, Oscar",2020,Taxonomic revision and comments on two groups of the genus <i>Coniophanes</i> (Squamata: Dipsadidae),,,en
10906,WoS,"Gonzalez-Santamaria, I.; Manteiga, M.; Manchado, A.; Gomez-Munoz, M. A.; Ulla, A.; Dafonte, C.",2020,Wide binaries in planetary nebulae with <i>Gaia</i> DR2,,,en
10907,WoS,"Gerolamo, Caian S.; Nogueira, Anselmo; Pace, Marcelo R.; Angyalossy, Veronica",2020,Interspecific anatomical differences result in similar highly flexible stems in Bignoniaceae lianas,,,en
10908,WoS,"Castellanos-Perez, Pedro de Jesus; Vazquez-Maldonado, Laura Elena; Avila, Enrique; Cruz-Barraza, Jose Antonio; Canales-Delgadillo, Julio Cesar",2020,Diversity of mangrove root-dwelling sponges in a tropical coastal ecosystem in the southern Gulf of Mexico region,,,en
10909,WoS,"Santiago-Alarcon, Diego; Tapia-McClung, Horacio; Lerma-Hernandez, Sergio; Venegas-Andraca, Salvador E.",2020,Quantum aspects of evolution: a contribution towards evolutionary explorations of genotype networks via quantum walks,,,en
10910,WoS,"Monroy-Velazquez, Luz Veronica; Rodriguez-Martinez, Rosa E.; Blanchon, Paul; Alvarez, Fernando",2020,The use of artificial substrate units to improve inventories of cryptic crustacean species on Caribbean coral reefs,,,en
10911,WoS,"Romero, David; Alfaro, Eric; Orellana, Roger; Hernandez Cerda, Maria-Engracia",2020,Standardized Drought Indices for Pre-Summer Drought Assessment in Tropical Areas,,,en
10912,WoS,"Becerril-Garcia, Edgar E.; Bernot-Simon, Daniela; Arellano-Martinez, Marcial; Galvan-Magana, Felipe; Santana-Morales, Omar; Hoyos-Padilla, Edgar M.",2020,"Evidence of interactions between white sharks and large squids in Guadalupe Island, Mexico",,,en
10913,WoS,"Munoz-Salazar, Joshua, I; Raga, Graciela B.; Yakobi-Hancock, Jaqueline; Kim, Jong Sung; Rosas, Daniel; Caudillo, Lucia; Alvarez-Ospina, Harry; Ladino, Luis A.",2020,Ultrafine aerosol particles in the western Caribbean: A first case study in Merida,,,en
10914,WoS,"Murray-Tortarolo, Guillermo N.; Jaramillo, Victor J.",2020,Precipitation extremes in recent decades impact cattle populations at the global and national scales,,,en
10915,WoS,"Quiroz-Gonzalez, Nataly; Edith Ponce-Marquez, Ma; Fernandez-Garcia, Cindy; Rodriguez, Deni",2020,"<i>Gelidium gonzalezii sp. nov.</i> (Gelidiales, Rhodophyta) from the Mexican tropical Pacific based on molecular and morphological evidence",,,en
10916,WoS,"Hernandez, Dainiz Hernandez y; Larsen, John; Gonzalez-Rodriguez, Antonio; Tapia-Torres, Yunuen; de la Barrera, Erick; Eguiarte, Luis E.; Garcia-Oliva, Felipe",2020,Cooperation between <i>Sporobolus airoides</i> and associated arbuscular mycorrhizal fungi for phosphorus acquisition under drought conditions in an oligotrophic desert ecosystem,,,en
10917,WoS,"Klass, Keren; Van Belle, Sarie; Campos-Villanueva, Alvaro; Malabet, Fernando Mercado; Estrada, Alejandro",2020,"Effects of variation in forest fragment habitat on black howler monkey demography in the unprotected landscape around Palenque National Park, Mexico",,,en
10918,WoS,"Rodriguez-Rojas, Jorge J.; Rodriguez-Moreno, Angel; Sanchez-Casas, Rosa M.; Hernandez-Escareno, Jesus J.",2020,Molecular Detection of<i>Leptospira interrogans</i>and<i>Borrelia burgdorferi</i>in Wild Rodents from Mexico,,,en
10919,WoS,"Rodriguez-Tapia, Gerardo; Rocha-Ortega, Maya; Cordoba-Aguilar, Alex",2020,An index to estimate the vulnerability of damselflies and dragonflies (Insecta: Odonata) to land use changes using niche modeling,,,en
10920,WoS,"Monjaraz-Ruedas, Rodrigo; Francke, Oscar F.; Prendini, Lorenzo",2020,"Integrative systematics untangles the evolutionary history of <i>Stenochrus</i> (Schizomida: Hubbardiidae), a neglected junkyard genus of North American short-tailed whipscorpions",,,en
10921,WoS,"Salvadeo, Christian; Auliz-Ortiz, Daniel M.; Petatan-Ramirez, David; Reyes-Bonilla, Hector; Ivanovo-Bonchera, Antonina; Juarez-Leon, Eduardo",2020,Potential poleward distribution shift of dolphinfish (<i>Coryphaena hippurus</i>) along the southern California Current System,,,en
10922,WoS,"Schiavo, B.; Morton-Bermea, O.; Salgado-Martinez, E.; Hernandez-Alvarez, E.",2020,Evaluation of possible impact on human health of atmospheric mercury emanations from the Popocatepetl volcano,,,en
10923,WoS,"Fregoso-Lopez, M. G.; Armienta-Hernandez, M. A.; Alarcon-Silvas, S. G.; Ramirez-Rochin, J.; Fierro-Sanudo, J. F.; Paez-Osuna, F.",2020,"Assessment of nutrient contamination in the waters of the El Fuerte River, southern Gulf of California, Mexico",,,en
10924,WoS,"Vazquez-Miranda, Hernan; Zink, Robert M.",2020,"Geographic Distribution of Chronic Wasting Disease Resistant Alleles in Nebraska, with Comments on the Evolution of Resistance",,,en
10925,WoS,"Kameda, Hideto; Uechi, Eishi; Atsumi, Tatsuya; Abud-Mendoza, Carlos; Kamei, Kazumasa; Matsumoto, Tsugumi; de Leon, Dario Ponce; Rehman, Muhammad, I; Zhang, Min; Radominski, Sebastiao C.",2020,A comparative study of PF-06438179/GP1111 (an infliximab biosimilar) and reference infliximab in patients with moderate to severe active rheumatoid arthritis: A subgroup analysis,,,en
