,Numero,Year,EXPEDIENTE,Nombre,NIVEL,Area,Disciplina,Subdisciplina,Especialidad,Institucion,Dependencia,Entidad,Pais,CVU
500,251086,2015,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,,ECOLOGIA QUIMICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
501,274377,2016,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA QUIMICA,NA,NA,NA,MEXICO,NA
502,299438,2017,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA QUIMICA,NA,NA,NA,MEXICO,NA
503,326576,2018,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA QUIMICA,NA,NA,NA,MEXICO,NA
480,5909,1991,4483,ANAYA_ LANG_ ANA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,BIOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,Ciudad de Mexico,MEXICO,NA
481,18743,1993,4483,ANAYA_ LANG_ ANA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,Ciudad de Mexico,MEXICO,NA
482,24642,1994,4483,ANAYA_ LANG_ ANA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,BIOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
483,30522,1995,4483,ANAYA_ LANG_ ANA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,Ciudad de Mexico,MEXICO,NA
484,36493,1996,4483,ANAYA_ LANG_ ANA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,Ciudad de Mexico,MEXICO,NA
485,42770,1997,4483,ANAYA_ LANG_ ANA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,Ciudad de Mexico,MEXICO,NA
486,49497,1998,4483,ANAYA_ LANG_ ANA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,Ciudad de Mexico,MEXICO,NA
488,56735,1999,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
489,57235,2000,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
490,64736,2001,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
491,72806,2002,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
492,82005,2003,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
493,101439,2005,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
494,112443,2007,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,4483
504,125987,2008,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,4483
505,12494,1992,4483,ANAYA_ LANG_ ANA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA QUIMICA Y ALELOPATIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,Ciudad de Mexico,NA,NA
496,172956,2011,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA QU-MICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,4483
499,229043,2014,4483,ANAYA_ LANG_ ANA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA QU-MICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,4483
506,229059,2014,217981,ANCONA_ MARTINEZ_ SERGIO_ IVAN,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA EVOLUTIVA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CIENCIAS,Ciudad de Mexico,MEXICO,217981
507,269201,2015,217981,ANCONA_ MARTINEZ_ SERGIO_ IVAN,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,,ECOLOGIA EVOLUTIVA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CIENCIAS,Ciudad de Mexico,MEXICO,NA
508,292976,2016,217981,ANCONA_ MARTINEZ_ SERGIO_ IVAN,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA EVOLUTIVA,UNIVERSIDAD AUTONOMA DE TLAXCALA,CENTRO TLAXCALA DE BIOLOGIA DE LA CONDUCTA,Tlaxcala,MEXICO,NA
509,318401,2017,217981,ANCONA_ MARTINEZ_ SERGIO_ IVAN,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA EVOLUTIVA,UNIVERSIDAD AUTONOMA DE TLAXCALA,CENTRO DE INVESTIGACION DE CIENCIAS BIOLOGICAS,Tlaxcala,MEXICO,NA
510,345417,2018,217981,ANCONA_ MARTINEZ_ SERGIO_ IVAN,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA EVOLUTIVA,UNIVERSIDAD AUTONOMA DE TLAXCALA,CENTRO DE INVESTIGACION DE CIENCIAS BIOLOGICAS,Tlaxcala,MEXICO,NA
511,373946,2019,217981,ANCONA_ MARTINEZ_ SERGIO_ IVAN,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,,ECOLOGIA EVOLUTIVA,UNIVERSIDAD AUTONOMA DE TLAXCALA,CENTRO DE INVESTIGACION DE CIENCIAS BIOLOGICAS,Tlaxcala,MEXICO,NA
512,404731,2020,217981,ANCONA_ MARTINEZ_ SERGIO_ IVAN,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA EVOLUTIVA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
513,437959,2022,217981,ANCONA_ MARTINEZ_ SERGIO_ IVAN,1,II.- BIOLOGIA Y QUIMICA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,,ECOLOGIA EVOLUTIVA,NA,COORDINACION DE INVESTIGACION CIENTIFICA,NA,MEXICO,NA
514,369122,2019,161031,ANDRACA_ GOMEZ_ GUADALUPE,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,GENETICA DE POBLACIONES,ECOLOGIA EVOLUTIVA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,No Disponible,Ciudad de Mexico,MEXICO,NA
515,399795,2020,161031,ANDRACA_ GOMEZ_ GUADALUPE,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,GENETICA DE POBLACIONES,ECOLOGIA EVOLUTIVA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,,Ciudad de Mexico,MEXICO,NA
516,432900,2022,161031,ANDRACA_ GOMEZ_ GUADALUPE,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,GENETICA DE POBLACIONES,ECOLOGIA EVOLUTIVA,NA,CENTRO TLAXCALA DE BIOLOGIA DE LA CONDUCTA,NA,MEXICO,NA
517,269219,2015,218064,ANDRADE_ DOMINGUEZ_ ANDRES,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTROS,EVOLUCION Y ECOLOGIA MICROBIANA,HARVARD UNIVERSITY,,EXTERIOR,MEXICO,NA
518,292997,2016,218064,ANDRADE_ DOMINGUEZ_ ANDRES,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,MICROBIOLOGIA,EVOLUCION Y ECOLOGIA MICROBIANA,HARVARD UNIVERSITY,,EXTERIOR,MEXICO,NA
519,318423,2017,218064,ANDRADE_ DOMINGUEZ_ ANDRES,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,MICROBIOLOGIA,EVOLUCION Y ECOLOGIA MICROBIANA,HARVARD UNIVERSITY,,EXTERIOR,MEXICO,NA
520,285379,2016,96584,ANDRADE_ TORRES_ ANTONIO,C,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,OTRAS ESPECIALIDADES EN MATERIA DE CIENCIAS AGRONO,BIOTECNOLOGIA Y ECOLOGIA DE ORGANISMOS SIMBIOTICOS,UNIVERSIDAD VERACRUZANA,CAMPUS XALAPA,Veracruz,MEXICO,NA
521,310461,2017,96584,ANDRADE_ TORRES_ ANTONIO,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,OTRAS ESPECIALIDADES EN MATERIA DE CIENCIAS AGRONO,BIOTECNOLOGIA Y ECOLOGIA DE ORGANISMOS SIMBIOTICOS,UNIVERSIDAD VERACRUZANA,CAMPUS XALAPA,Veracruz,MEXICO,NA
522,337480,2018,96584,ANDRADE_ TORRES_ ANTONIO,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,OTRAS ESPECIALIDADES EN MATERIA DE CIENCIAS AGRONO,BIOTECNOLOGIA Y ECOLOGIA DE ORGANISMOS SIMBIOTICOS,UNIVERSIDAD VERACRUZANA,CAMPUS XALAPA,Veracruz,MEXICO,NA
523,366002,2019,96584,ANDRADE_ TORRES_ ANTONIO,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,,BIOTECNOLOGIA Y ECOLOGIA DE ORGANISMOS SIMBIOTICOS,UNIVERSIDAD VERACRUZANA,CAMPUS XALAPA,Veracruz,MEXICO,NA
524,396645,2020,96584,ANDRADE_ TORRES_ ANTONIO,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,OTRAS ESPECIALIDADES EN MATERIA DE CIENCIAS AGRONO,BIOTECNOLOGIA Y ECOLOGIA DE ORGANISMOS SIMBIOTICOS,UNIVERSIDAD VERACRUZANA,CAMPUS XALAPA,Veracruz,MEXICO,NA
525,429750,2022,96584,ANDRADE_ TORRES_ ANTONIO,1,"VII. CIENCIAS DE AGRICULTURA, AGROPECUARIAS, FORESTALES Y DE ECOSISTEMAS",OTRAS ESPECIALIDADES EN MATERIA DE CIENCIAS AGRONOMICAS Y VETERINARIAS,,BIOTECNOLOGIA Y ECOLOGIA DE ORGANISMOS SIMBIOTICOS,NA,INSTITUTO DE BIOTECNOLOGIA Y ECOLOGIA APLICADA,NA,MEXICO,NA
526,156359,2010,21106,ANDRADE_ TORRES_ JOSE_ LUIS,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,21106
527,140739,2009,21106,ANDRADE_ TORRES_ JOSE_ LUIS,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,21106
528,190658,2012,21106,ANDRADE_ TORRES_ JOSE_ LUIS,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,21106
529,209255,2013,21106,ANDRADE_ TORRES_ JOSE_ LUIS,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,21106
530,255514,2015,21106,ANDRADE_ TORRES_ JOSE_ LUIS,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,FISIOLOGIA VEGETAL,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,NA
531,278760,2016,21106,ANDRADE_ TORRES_ JOSE_ LUIS,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,NA
532,303792,2017,21106,ANDRADE_ TORRES_ JOSE_ LUIS,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,NA
533,330824,2018,21106,ANDRADE_ TORRES_ JOSE_ LUIS,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,NA
534,359356,2019,21106,ANDRADE_ TORRES_ JOSE_ LUIS,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,FISIOLOGIA VEGETAL,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,NA
535,389793,2020,21106,ANDRADE_ TORRES_ JOSE_ LUIS,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,NA
536,126007,2008,21106,ANDRADE_ TORRES_ JOSE_ LUIS,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,FISIOLOGIA ECOLOGICA DE PLANTAS,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C. (CICY)",UNIDAD DE RECURSOS NATURALES,Yucatan,MEXICO,21106
537,422715,2022,21106,ANDRADE_ TORRES_ JOSE_ LUIS,1,II.- BIOLOGIA Y QUIMICA,BOTANICA,FISIOLOGIA VEGETAL,FISIOLOGIA ECOLOGICA DE PLANTAS,NA,UNIDAD DE RECURSOS NATURALES,NA,MEXICO,NA
542,455802,2023,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,ECOLOGIA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO (UNAM),NA,NA,MEXICO,NA
544,172987,2011,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,ECOLOGIA Y CONSERVACI╦N DE FAUNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,26172
547,229085,2014,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,ECOLOGIA Y CONSERVACI╦N DE FAUNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,26172
543,423719,2022,26172,ANDRESEN_ ELLEN,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA ANIMAL Y ZOOLOGIA,ECOLOGIA ANIMAL,ECOLOGIA Y CONSERVACION DE FAUNA,NA,COORDINACION DE INVESTIGACION CIENTIFICA,NA,MEXICO,NA
545,190662,2012,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,ECOLOGIA Y CONSERVACION DE FAUNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,26172
546,209259,2013,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,ECOLOGIA Y CONSERVACION DE FAUNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,26172
548,256617,2015,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,ECOLOGIA ANIMAL,ECOLOGIA Y CONSERVACION DE FAUNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,NA
549,279852,2016,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,ECOLOGIA Y CONSERVACION DE FAUNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES EN ECOSISTEMAS Y SUSTENTABILIDA,Michoacan,MEXICO,NA
550,304856,2017,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,ECOLOGIA Y CONSERVACION DE FAUNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES EN ECOSISTEMAS Y SUSTENTABILIDA,Michoacan,MEXICO,NA
551,331869,2018,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,ECOLOGIA Y CONSERVACION DE FAUNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES EN ECOSISTEMAS Y SUSTENTABILIDA,Michoacan,MEXICO,NA
552,360389,2019,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,ECOLOGIA ANIMAL,ECOLOGIA Y CONSERVACION DE FAUNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES EN ECOSISTEMAS Y SUSTENTABILIDA,Michoacan,MEXICO,NA
553,390818,2020,26172,ANDRESEN_ ELLEN,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,ECOLOGIA Y CONSERVACION DE FAUNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES EN ECOSISTEMAS Y SUSTENTABILIDA,Michoacan,MEXICO,NA
554,497726,2024,475262,ANGELES_ GONZALEZ_ LUIS_ ENRIQUE,C,NA,ECOLOGIA MARINA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,NA,NA,NA,MEXICO,NA
555,172998,2011,26229,ANGELES_ PEREZ_ GREGORIO,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARI,SILVICULTURA,ECOLOGIA FORESTAL,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,CAMPUS MONTECILLO,Mexico,MEXICO,26229
556,190676,2012,26229,ANGELES_ PEREZ_ GREGORIO,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA FORESTAL,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,CAMPUS MONTECILLO,Mexico,MEXICO,26229
557,209277,2013,26229,ANGELES_ PEREZ_ GREGORIO,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARI,SILVICULTURA,ECOLOGIA FORESTAL,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,CAMPUS MONTECILLO,Mexico,MEXICO,26229
558,331902,2018,26229,ANGELES_ PEREZ_ GREGORIO,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA FORESTAL,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,CAMPUS MONTECILLO,Mexico,MEXICO,NA
559,360421,2019,26229,ANGELES_ PEREZ_ GREGORIO,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA FORESTAL,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,CAMPUS MONTECILLO,Mexico,MEXICO,NA
560,390850,2020,26229,ANGELES_ PEREZ_ GREGORIO,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA FORESTAL,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,CAMPUS MONTECILLO,Mexico,MEXICO,NA
561,423751,2022,26229,ANGELES_ PEREZ_ GREGORIO,1,"VII. CIENCIAS DE AGRICULTURA, AGROPECUARIAS, FORESTALES Y DE ECOSISTEMAS",SILVICULTURA,SILVICULTURA,ECOLOGIA FORESTAL,NA,CAMPUS MONTECILLO,NA,MEXICO,NA
568,112497,2007,33892,ANORVE_ GUILLEN_ MARTHA_ ALICIA,1,IV.- HUMANIDADES Y CIENCIAS DE LA CONDUCTA,BIBLIOTECONOMIA,BIBLIOTECOLOGIA,SOCIEDAD E INFORMACION. HISTORIA DE LA BIBLIOTECOLOGIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO UNIVERSITARIO DE INVESTIGACIONES BIBLIOTECOLOGICAS,Ciudad de Mexico,MEXICO,122152
571,229146,2014,47273,ANZURES_ DADDA_ ALBERTO,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,"ECOLOGIA DEL PAISAJE, INTERACCIONES BI╦TIC","EL COLEGIO DE LA FRONTERA SUR, (ECOSUR)",UNIDAD SAN CRISTOBAL DE LAS CASAS,Chiapas,MEXICO,38936
569,190713,2012,47273,ANZURES_ DADDA_ ALBERTO,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,"ECOLOGIA DEL PAISAJE, INTERACCIONES BIOTICAS","EL COLEGIO DE LA FRONTERA SUR, (ECOSUR)",UNIDAD SAN CRISTOBAL DE LAS CASAS,Chiapas,MEXICO,38936
